title,authors,journal,pmid,page,url
[Approaches to establishing an information system for Russia's health care system].,"Kakorina EP, Ten GU.","{'name': 'Probl Sotsialnoi Gig Zdravookhranenniiai Istor Med', 'year': 2003, 'citation': 'Probl Sotsialnoi Gig Zdravookhranenniiai Istor Med. 2003 Mar-Apr;(2):18-20.'}",12845891,28,https://pubmed.ncbi.nlm.nih.gov/12845891/
Towards a common framework for clinical trials information systems.,"Salgado NC, Gouveia-Oliveira A.","{'name': 'Proc AMIA Symp', 'year': 2000, 'citation': 'Proc AMIA Symp. 2000:754-8.'}",11079985,28,https://pubmed.ncbi.nlm.nih.gov/11079985/
[Automated system for processing medical information].,"Gerasimenko VN, Semenovich MV, Tikhonova NA, Zolotarev AE.","{'name': 'Vopr Onkol', 'year': 1985, 'citation': 'Vopr Onkol. 1985;31(9):85-7.'}",4049802,28,https://pubmed.ncbi.nlm.nih.gov/4049802/
[The new information technologies in medicine: what about the patient?].,"Mahmoud S, Cherni N.","{'name': 'Tunis Med', 'year': 2003, 'citation': 'Tunis Med. 2003 Feb;81(2):80-5.'}",12708172,28,https://pubmed.ncbi.nlm.nih.gov/12708172/
Justifying a risk management information system's cost.,"Blinn JD, Cole MJ.","{'name': 'Risk Manage', 'year': 1982, 'citation': 'Risk Manage. 1982 Jul;29(7):28-30, 32-4.'}",10309764,28,https://pubmed.ncbi.nlm.nih.gov/10309764/
How to prepare for your hospital information system. Part II.,"Houser ML, Rider KA, Barlow J, Tedeschi R.","{'name': 'Comput Healthc', 'year': 1984, 'citation': 'Comput Healthc. 1984 Sep;5(9):42-6, 50.'}",10299649,29,https://pubmed.ncbi.nlm.nih.gov/10299649/
How to prepare for your hospital information system. Part I.,"Houser ML, Rieder KA, Barlow J, Tedeschi R.","{'name': 'Comput Healthc', 'year': 1984, 'citation': 'Comput Healthc. 1984 Aug;5(8):24-6, 32-4, 38-9.'}",10267225,29,https://pubmed.ncbi.nlm.nih.gov/10267225/
[Woman abuse: contributions and shortcomings of the information system].,"Okabe I, da Fonseca RM.","{'name': 'Rev Esc Enferm USP', 'year': 2009, 'citation': 'Rev Esc Enferm USP. 2009 Jun;43(2):453-8. doi: 10.1590/s0080-62342009000200027.'}",19655689,29,https://pubmed.ncbi.nlm.nih.gov/19655689/
The multi-state information system for psychiatric patients.,"Laska E, Logemann GW, Weinstein A.","{'name': 'Trans N Y Acad Sci', 'year': 1971, 'citation': 'Trans N Y Acad Sci. 1971 Dec;33(8):780-90. doi: 10.1111/j.2164-0947.1971.tb02639.x.'}",5289992,29,https://pubmed.ncbi.nlm.nih.gov/5289992/
Specification of a computer-based information system for ophthalmology using modeling and simulation techniques.,"Lang E, Bott OJ, Pretschner DP.","{'name': 'Medinfo', 'year': 1995, 'citation': 'Medinfo. 1995;8 Pt 2:1092.'}",8591377,29,https://pubmed.ncbi.nlm.nih.gov/8591377/
User training costs in medical information system implementation.,Jacobs P.,"{'name': 'J Clin Eng', 'year': 1986, 'citation': 'J Clin Eng. 1986 May-Jun;11(3):227-32. doi: 10.1097/00004669-198605000-00011.'}",10277632,29,https://pubmed.ncbi.nlm.nih.gov/10277632/
An integrated approach to stakeholder engagement.,"Carr D, Howells A, Chang M, Hirji N, English A.","{'name': 'Healthc Q', 'year': 2009, 'citation': 'Healthc Q. 2009;12 Spec No Ontario:62-70. doi: 10.12927/hcq.2009.20754.'}",19458512,29,https://pubmed.ncbi.nlm.nih.gov/19458512/
A privacy enhanced authentication scheme for telecare medical information systems.,"Jiang Q, Ma J, Ma Z, Li G.","{'name': 'J Med Syst', 'year': 2013, 'citation': 'J Med Syst. 2013 Feb;37(1):9897. doi: 10.1007/s10916-012-9897-0. Epub 2013 Jan 12.'}",23321959,29,https://pubmed.ncbi.nlm.nih.gov/23321959/
What is your hospital information system fitness score?,"Levine J, Tobias T.","{'name': 'Healthc Comput Commun', 'year': 1985, 'citation': 'Healthc Comput Commun. 1985 Oct;2(10):48-50.'}",10273780,29,https://pubmed.ncbi.nlm.nih.gov/10273780/
Personnel's role in developing an information system.,Simon SH.,"{'name': 'Pers J', 'year': 1978, 'citation': 'Pers J. 1978 Nov;57(11):622-5, 640.'}",10239500,29,https://pubmed.ncbi.nlm.nih.gov/10239500/
A nursing management information system case history.,[No authors listed],"{'name': 'Comput Healthc', 'year': 1983, 'citation': 'Comput Healthc. 1983 Nov;4(11):36-7, 40-3.'}",10263160,30,https://pubmed.ncbi.nlm.nih.gov/10263160/
Software reuse reference model approach in developing an automated medical information system (AMIS) for improving health care practice.,"Khatri A, Rine DC, Khatri S.","{'name': 'Headache', 'year': 2003, 'citation': 'Headache. 2003 Jul-Aug;43(7):790-3. doi: 10.1046/j.1526-4610.2003.03138.x.'}",12890135,30,https://pubmed.ncbi.nlm.nih.gov/12890135/
[Construction of medical information system using IHE-Japan guideline: fundamental theories and applications].,Matsuda S.,"{'name': 'Nihon Hoshasen Gijutsu Gakkai Zasshi', 'year': 2005, 'citation': 'Nihon Hoshasen Gijutsu Gakkai Zasshi. 2005 Nov 20;61(11):1490-5. doi: 10.6009/jjrt.kj00004010665.'}",16317408,30,https://pubmed.ncbi.nlm.nih.gov/16317408/
[An information system for primary care physicians].,Sebek V.,"{'name': 'Cesk Zdrav', 'year': 1989, 'citation': 'Cesk Zdrav. 1989 May;37(5):202-9.'}",2752469,30,https://pubmed.ncbi.nlm.nih.gov/2752469/
A hybrid method for evaluating enterprise architecture implementation.,"Nikpay F, Ahmad R, Yin Kia C.","{'name': 'Eval Program Plann', 'year': 2017, 'citation': 'Eval Program Plann. 2017 Feb;60:1-16. doi: 10.1016/j.evalprogplan.2016.09.001. Epub 2016 Sep 13.'}",27665066,30,https://pubmed.ncbi.nlm.nih.gov/27665066/
[Personal e-cards for military personnel and military-medical information system].,"Kalachev OV, Stolyar VP, Kuandykov MG, Papkov AY.","{'name': 'Voen Med Zh', 'year': 2015, 'citation': 'Voen Med Zh. 2015 Aug;336(8):4-10.'}",26829864,30,https://pubmed.ncbi.nlm.nih.gov/26829864/
The development of a mental health information system.,"Chapman PL, Ostbye T.","{'name': 'N Z Med J', 'year': 1987, 'citation': 'N Z Med J. 1987 May 13;100(823):287-9.'}",3455497,30,https://pubmed.ncbi.nlm.nih.gov/3455497/
A regional computer-based blood inventory information system.,"Frankfurter GM, Jelmert AE, Pegels CC, Seagle JP, Wallace EL.","{'name': 'Transfusion', 'year': 1970, 'citation': 'Transfusion. 1970 Jul-Aug;10(4):203-14. doi: 10.1111/j.1537-2995.1970.tb00730.x.'}",5452301,30,https://pubmed.ncbi.nlm.nih.gov/5452301/
The Kentucky Emergency Medical Services Information System: current progress and future goals.,"Svenson JE, Spurlock CW, Calhoun R.","{'name': 'J Ky Med Assoc', 'year': 1997, 'citation': 'J Ky Med Assoc. 1997 Dec;95(12):509-13.'}",9433055,30,https://pubmed.ncbi.nlm.nih.gov/9433055/
Managing a computerized medical record information system conversion.,Stewart SP.,"{'name': 'Top Health Rec Manage', 'year': 1983, 'citation': 'Top Health Rec Manage. 1983 Mar;3(3):41-52.'}",10298871,30,https://pubmed.ncbi.nlm.nih.gov/10298871/
An application of Geospatial Information System (GIS) technology to anatomic dental charting.,"Bartling WC, Schleyer TK.","{'name': 'AMIA Annu Symp Proc', 'year': 2003, 'citation': 'AMIA Annu Symp Proc. 2003;2003:786.'}",14728291,31,https://pubmed.ncbi.nlm.nih.gov/14728291/
The University Integrated Automated Information System at the Uniformed Services University of the Health Sciences.,"Kinnamon KE, Parker RM, Pletzke CJ, Moore AL.","{'name': 'Mil Med', 'year': 1997, 'citation': 'Mil Med. 1997 May;162(5):315-8.'}",9155098,31,https://pubmed.ncbi.nlm.nih.gov/9155098/
A computerized patient information system in a psychiatric hospital.,"Modai I, Ritsner M, Silver H, Kurs R.","{'name': 'Psychiatr Serv', 'year': 2002, 'citation': 'Psychiatr Serv. 2002 Apr;53(4):476-8. doi: 10.1176/appi.ps.53.4.476.'}",11919364,31,https://pubmed.ncbi.nlm.nih.gov/11919364/
An integrated perinatal information system and telecommunications networking.,"Carrasco NJ, Testi N, Montgomery W, Risemberg HM.","{'name': 'Am J Perinatol', 'year': 1986, 'citation': 'Am J Perinatol. 1986 Apr;3(2):141-3. doi: 10.1055/s-2007-999853.'}",3964385,31,https://pubmed.ncbi.nlm.nih.gov/3964385/
Hearings on a coordinated health information system: background and analysis.,Katz S.,"{'name': 'J Clin Comput', 'year': 1981, 'citation': 'J Clin Comput. 1981;10(3):85-95.'}",10256711,31,https://pubmed.ncbi.nlm.nih.gov/10256711/
[Development of a computerized clinical laboratory system within the integrated medical information system (IMIS)].,"Furutani H, Kitazoe Y, Yamamoto K, Ogura H, Takeda Y, Ueta H, Sonobe H, Sasaki M.","{'name': 'Rinsho Byori', 'year': 1983, 'citation': 'Rinsho Byori. 1983 Jul;31(7):788-94.'}",6689185,31,https://pubmed.ncbi.nlm.nih.gov/6689185/
ESMIS--a computer-based emergency medical services management information system. Part 2. Database design.,"Shahein HI, Zaky MM.","{'name': 'Int J Biomed Comput', 'year': 1984, 'citation': 'Int J Biomed Comput. 1984 Jan-Feb;15(1):9-22. doi: 10.1016/0020-7101(84)90003-5.'}",6546559,31,https://pubmed.ncbi.nlm.nih.gov/6546559/
How to organize and manage a hospital's information system.,Hofman MN.,"{'name': 'Healthc Financ Manage', 'year': 1984, 'citation': 'Healthc Financ Manage. 1984 Jun;38(6):44, 46.'}",10315560,31,https://pubmed.ncbi.nlm.nih.gov/10315560/
Running a drug information system on a scanty budget.,"Bowey FS, Biersteker EM, Folb PI.","{'name': 'S Afr Med J', 'year': 1980, 'citation': 'S Afr Med J. 1980 Jun 7;57(23):959-61.'}",7404064,31,https://pubmed.ncbi.nlm.nih.gov/7404064/
[Contributions to the development of a public health information system. SESPAS Report 2010].,"García León FJ, Fernández Merino JC.","{'name': 'Gac Sanit', 'year': 2010, 'citation': 'Gac Sanit. 2010 Dec;24 Suppl 1:96-100. doi: 10.1016/j.gaceta.2010.05.008. Epub 2010 Sep 16.'}",20843584,31,https://pubmed.ncbi.nlm.nih.gov/20843584/
Evolution of the Arden Syntax: Key Technical Issues from the Standards Development Organization Perspective.,"Jenders RA, Adlassnig KP, Fehre K, Haug P.","{'name': 'Artif Intell Med', 'year': 2018, 'citation': 'Artif Intell Med. 2018 Nov;92:10-14. doi: 10.1016/j.artmed.2016.08.001. Epub 2016 Aug 11.'}",27773563,32,https://pubmed.ncbi.nlm.nih.gov/27773563/
Promotion of interdisciplinary practice through an automated information system.,"Swenson-Feldman E, Brugge-Wiger P.","{'name': 'ANS Adv Nurs Sci', 'year': 1985, 'citation': 'ANS Adv Nurs Sci. 1985 Jul;7(4):39-47. doi: 10.1097/00012272-198507000-00007.'}",3927828,32,https://pubmed.ncbi.nlm.nih.gov/3927828/
Strategies for making an information system fit your organization.,"Gibson CF, Singer CJ, Schnidman AA, Davenport TH.","{'name': 'Manage Rev', 'year': 1984, 'citation': 'Manage Rev. 1984 Jan;73(1):8-14.'}",10299439,32,https://pubmed.ncbi.nlm.nih.gov/10299439/
A management model for a hospital information system.,"Gabler JM, Albright JW, Pickton RJ.","{'name': 'Healthc Comput Commun', 'year': 1986, 'citation': 'Healthc Comput Commun. 1986 Mar;3(3):48-54.'}",10275467,32,https://pubmed.ncbi.nlm.nih.gov/10275467/
Physicians and nurses using a hospital information system.,Kelly JB.,"{'name': 'J Clin Comput', 'year': 1984, 'citation': 'J Clin Comput. 1984;12(6):203-12.'}",10267946,32,https://pubmed.ncbi.nlm.nih.gov/10267946/
Planning for purchase and implementation of an automated hospital information system: a nursing perspective.,Drazen EL.,"{'name': 'J Nurs Adm', 'year': 1983, 'citation': 'J Nurs Adm. 1983 Sep;13(9):9-12.'}",6411874,32,https://pubmed.ncbi.nlm.nih.gov/6411874/
Structured analysis: methodology for developing a model for defining nursing information system requirements.,Gassert CA.,"{'name': 'ANS Adv Nurs Sci', 'year': 1990, 'citation': 'ANS Adv Nurs Sci. 1990 Dec;13(2):53-62. doi: 10.1097/00012272-199012000-00007.'}",2124791,32,https://pubmed.ncbi.nlm.nih.gov/2124791/
ClinRefLink: implementation of infobutton-like functionality in a commercial clinical information system incorporating concepts from textual documents.,"Oppenheim MI, Rand D, Barone C, Hom R.","{'name': 'AMIA Annu Symp Proc', 'year': 2009, 'citation': 'AMIA Annu Symp Proc. 2009 Nov 14;2009:487-91.'}",20351904,32,https://pubmed.ncbi.nlm.nih.gov/20351904/
[Information systems for health and social care planning. Information basis and information channels in the municipalities].,"Grimsmo A, Ford N.","{'name': 'Tidsskr Nor Laegeforen', 'year': 1992, 'citation': 'Tidsskr Nor Laegeforen. 1992 Nov 30;112(29):3693-6.'}",1471134,32,https://pubmed.ncbi.nlm.nih.gov/1471134/
Issues in the design of a clinical microbiology database within an integrated hospital information system.,Nussbaum BE.,"{'name': 'Proc Annu Symp Comput Appl Med Care', 'year': 1991, 'citation': 'Proc Annu Symp Comput Appl Med Care. 1991:328-32.'}",1807616,32,https://pubmed.ncbi.nlm.nih.gov/1807616/
"Analysis of the application of a deterministic routine for identifying multiple pregnancies on SINASC, Brazil.","Aguiar FP, Flores PVG, Guillen LCT, Santos HPDS, Alves LGSB, Camargo KR Jr, Pinheiro RS, Coeli CM.","{'name': 'Epidemiol Serv Saude', 'year': 2020, 'citation': 'Epidemiol Serv Saude. 2020;29(2):e2018454. doi: 10.5123/s1679-49742020000200001. Epub 2020 May 8.'}",32401885,33,https://pubmed.ncbi.nlm.nih.gov/32401885/
The Parkland On-Line Information System (POIS) associate concept.,"Brieden HC, Good ED, Hudson BG, Mishelevich DJ, Mize EI, Robinson AL, Rogers C.","{'name': 'Comput Healthc', 'year': 1983, 'citation': 'Comput Healthc. 1983 Sep;4(9):40-4.'}",10262196,33,https://pubmed.ncbi.nlm.nih.gov/10262196/
[Experience in the development of information systems at the canton level].,"Beslagić Z, Pasić A.","{'name': 'Med Arh', 'year': 1999, 'citation': 'Med Arh. 1999;53(3 Suppl 3):31-3.'}",10870621,33,https://pubmed.ncbi.nlm.nih.gov/10870621/
High-end clinical domain information systems for effective healthcare delivery.,"Mangalampalli A, Rama C, Muthiyalian R, Jain AK Aparna Mudganti Parinam.","{'name': 'Int J Electron Healthc', 'year': 2007, 'citation': 'Int J Electron Healthc. 2007;3(2):208-19. doi: 10.1504/IJEH.2007.013101.'}",18048270,33,https://pubmed.ncbi.nlm.nih.gov/18048270/
Implementing an emergency department information system--how complicated can we make this?,"DeWoody S, Loadman GP, Walsh B.","{'name': 'J Healthc Inf Manag', 'year': 1999, 'citation': 'J Healthc Inf Manag. 1999 Fall;13(3):19-29.'}",10787597,33,https://pubmed.ncbi.nlm.nih.gov/10787597/
"Towards sustainability of health information systems: how can we define, measure and achieve it?","Garde S, Hullin CM, Chen R, Schuler T, Gränz J, Knaup P, Hovenga EJ.","{'name': 'Stud Health Technol Inform', 'year': 2007, 'citation': 'Stud Health Technol Inform. 2007;129(Pt 2):1179-83.'}",17911901,33,https://pubmed.ncbi.nlm.nih.gov/17911901/
Confronting prospective payment: requirements for an information system.,Coulton CJ.,"{'name': 'Health Soc Work', 'year': 1984, 'citation': 'Health Soc Work. 1984 Winter;9(1):13-24. doi: 10.1093/hsw/9.1.13.'}",6423466,33,https://pubmed.ncbi.nlm.nih.gov/6423466/
Essay at working out an information system for the general practice. Morbidity and utilization data of adult health care in G.P. District No 39 in Pecs. Part 3.,"Buda J, Lomb D.","{'name': 'Sante Publique (Bucur)', 'year': 1986, 'citation': 'Sante Publique (Bucur). 1986 Jul-Dec;29(3-4):145-60.'}",3810398,33,https://pubmed.ncbi.nlm.nih.gov/3810398/
Planning and developing a human resource information system. The logic of a step-by-step approach.,Lederer AL.,"{'name': 'Pers Adm', 'year': 1984, 'citation': 'Pers Adm. 1984 Aug;29(8):27-39.'}",10278291,33,https://pubmed.ncbi.nlm.nih.gov/10278291/
Choosing a managed care information system--what you need to know.,Homan CV.,"{'name': 'J AHIMA', 'year': 1998, 'citation': 'J AHIMA. 1998 Apr;69(4):34-7; quiz 39-40.'}",10177918,33,https://pubmed.ncbi.nlm.nih.gov/10177918/
A computerized medical information system--sustaining benefits previously achieved.,"Blask D, Cleary J, Dux L.","{'name': 'Healthc Comput Commun', 'year': 1985, 'citation': 'Healthc Comput Commun. 1985 Dec;2(12):60-4.'}",10311368,34,https://pubmed.ncbi.nlm.nih.gov/10311368/
Selecting a computerized information system. A step-by-step guide.,Goodhart MD.,"{'name': 'Hospitals', 'year': 1983, 'citation': 'Hospitals. 1983 Dec 1;57(23):66-7, 69-70, 74.'}",6642471,34,https://pubmed.ncbi.nlm.nih.gov/6642471/
Developing a clinical information system: an interpretive case analysis within a UK hospital.,"Hackney R, Dhillon G.","{'name': 'Health Serv Manage Res', 'year': 1998, 'citation': 'Health Serv Manage Res. 1998 Nov;11(4):238-45. doi: 10.1177/095148489801100405.'}",10338692,34,https://pubmed.ncbi.nlm.nih.gov/10338692/
The development of an integrated and co-operative hospital information system.,Bakker AR.,"{'name': 'Med Inform (Lond)', 'year': 1984, 'citation': 'Med Inform (Lond). 1984 Apr-Jun;9(2):135-42. doi: 10.3109/14639238409010946.'}",6548276,34,https://pubmed.ncbi.nlm.nih.gov/6548276/
Beware! There are risks associated with a total information system.,Packer C.,"{'name': 'Comput Healthc', 'year': 1982, 'citation': 'Comput Healthc. 1982 Sep-Oct;3(5):38, 40, 44.'}",10256926,34,https://pubmed.ncbi.nlm.nih.gov/10256926/
CHEMFILE: an in-house information system for the chemical indexing of Abstracts on Health Effects of Environmental Pollutants (HEEP).,Graham W.,"{'name': 'J Chem Inf Comput Sci', 'year': 1977, 'citation': 'J Chem Inf Comput Sci. 1977 Nov;17(4):200-2. doi: 10.1021/ci60012a003.'}",591587,34,https://pubmed.ncbi.nlm.nih.gov/591587/
[The role of a health information system as an aid in making regional public health decisions. Experience in Botswana (Southern Africa)].,Tessier SF.,"{'name': 'Med Trop (Mars)', 'year': 1989, 'citation': 'Med Trop (Mars). 1989 Apr-Jun;49(2):163-9.'}",2677593,34,https://pubmed.ncbi.nlm.nih.gov/2677593/
"""Who should plan for the implementation of a hospital information system""?","Koda CA Sr, DiGiulio L.","{'name': 'Health Care Strateg Manage', 'year': 1984, 'citation': 'Health Care Strateg Manage. 1984 Jul;2(7):28-31.'}",10267749,34,https://pubmed.ncbi.nlm.nih.gov/10267749/
National health management information system: issues of funding and support.,"Akinde AD, Soriyan HA, Makanjuola RO.","{'name': 'Methods Inf Med', 'year': 1997, 'citation': 'Methods Inf Med. 1997 Feb;36(2):99-101.'}",9242004,34,https://pubmed.ncbi.nlm.nih.gov/9242004/
Concurrent quality assurance using a medical information system.,Brewster C.,"{'name': 'Top Health Rec Manage', 'year': 1982, 'citation': 'Top Health Rec Manage. 1982 Sep;3(1):38-47.'}",10256849,34,https://pubmed.ncbi.nlm.nih.gov/10256849/
Designing and developing a computerized hospital information system.,Powell NM.,"{'name': 'Nurs Manage', 'year': 1982, 'citation': 'Nurs Manage. 1982 Aug;13(8):40-5. doi: 10.1097/00006247-198208000-00010.'}",6921576,35,https://pubmed.ncbi.nlm.nih.gov/6921576/
"Pharmacy analyzes costs, savings of computer information system.",Neal T.,"{'name': 'Hospitals', 'year': 1981, 'citation': 'Hospitals. 1981 Feb 1;55(3):70-4.'}",6778809,35,https://pubmed.ncbi.nlm.nih.gov/6778809/
The benefits of a computerized health information system--why computerize?,Wolfe K.,"{'name': 'AAOHN J', 'year': 1989, 'citation': 'AAOHN J. 1989 Nov;37(11):479-81.'}",2510748,35,https://pubmed.ncbi.nlm.nih.gov/2510748/
Six steps to gain the benefits you want from an information system.,[No authors listed],"{'name': 'Natl Rep Subacute Care', 'year': 1996, 'citation': 'Natl Rep Subacute Care. 1996 Jun 19;4(13):4-5.'}",10158636,35,https://pubmed.ncbi.nlm.nih.gov/10158636/
Managing resources: selecting a patient care information system.,Valo C.,"{'name': 'Top Health Rec Manage', 'year': 1988, 'citation': 'Top Health Rec Manage. 1988 Jun;8(4):64-73.'}",10302470,35,https://pubmed.ncbi.nlm.nih.gov/10302470/
"[Principles of setting up a multipurpose system of data collection for an automated information system on occupational medicine, the environment and public health].","Leshchenko IaA, Semenov GL.","{'name': 'Gig Sanit', 'year': 1988, 'citation': 'Gig Sanit. 1988 Sep;(9):24-8.'}",3234799,35,https://pubmed.ncbi.nlm.nih.gov/3234799/
Development of a primary health care information system in Ghana: lessons learned.,"Heywood AB, Campbell BC.","{'name': 'Methods Inf Med', 'year': 1997, 'citation': 'Methods Inf Med. 1997 Feb;36(2):63-8.'}",9241998,35,https://pubmed.ncbi.nlm.nih.gov/9241998/
A computerized medical information system can be cost effective.,"Blask D, Miller G.","{'name': 'Healthc Comput Commun', 'year': 1984, 'citation': 'Healthc Comput Commun. 1984 Apr;1(3):54-7.'}",10310757,35,https://pubmed.ncbi.nlm.nih.gov/10310757/
[Information systems in epidemiology].,Benes C.,"{'name': 'Cesk Epidemiol Mikrobiol Imunol', 'year': 1989, 'citation': 'Cesk Epidemiol Mikrobiol Imunol. 1989 Dec;38(6):370-4.'}",2632018,35,https://pubmed.ncbi.nlm.nih.gov/2632018/
[Collaborative Work Based on Heterogeneous Systems:a New Mode of Hospital Information System].,"Qiu M, Yu H, Zhang Z, Ji L, Ding H.","{'name': 'Zhongguo Yi Liao Qi Xie Za Zhi', 'year': 2016, 'citation': 'Zhongguo Yi Liao Qi Xie Za Zhi. 2016 Nov;40(6):418-20.'}",29792602,35,https://pubmed.ncbi.nlm.nih.gov/29792602/
Using a patient information system in social work quality assurance activities.,Tucker F 2nd.,"{'name': 'QRB Qual Rev Bull', 'year': 1982, 'citation': 'QRB Qual Rev Bull. 1982 Mar;8(3):25-7.'}",6804912,36,https://pubmed.ncbi.nlm.nih.gov/6804912/
Changes in health care: challenges for information system design.,Nobel J.,"{'name': 'Int J Biomed Comput', 'year': 1995, 'citation': 'Int J Biomed Comput. 1995 Apr;39(1):35-40. doi: 10.1016/0020-7101(94)01076-d.'}",7601539,36,https://pubmed.ncbi.nlm.nih.gov/7601539/
Representational Affordances in design of Clinical Research Information System.,"Xie Z, Zhang J.","{'name': 'AMIA Annu Symp Proc', 'year': 2007, 'citation': 'AMIA Annu Symp Proc. 2007 Oct 11:1162.'}",18694258,36,https://pubmed.ncbi.nlm.nih.gov/18694258/
The ODIS project: a home-grown data information system.,Harrison H.,"{'name': 'Hosp Financ Manage', 'year': 1980, 'citation': 'Hosp Financ Manage. 1980 Jun;34(6):68-9.'}",10248048,36,https://pubmed.ncbi.nlm.nih.gov/10248048/
Cooperation between a radiology computer consortium and a computer manufacturer in the development of a radiology information system.,"Burke MW, Ackerman LV.","{'name': 'Henry Ford Hosp Med J', 'year': 1984, 'citation': 'Henry Ford Hosp Med J. 1984;32(3):188-90.'}",6526661,36,https://pubmed.ncbi.nlm.nih.gov/6526661/
Object technology: raising the standards for healthcare information systems.,"Pollard DL, Hammond WE.","{'name': 'Stud Health Technol Inform', 'year': 1998, 'citation': 'Stud Health Technol Inform. 1998;52 Pt 1:217-21.'}",10384450,36,https://pubmed.ncbi.nlm.nih.gov/10384450/
Estimating supply requirements for implementing a laboratory information system.,"Boudreau DA, Catrou PG.","{'name': 'J Med Syst', 'year': 1984, 'citation': 'J Med Syst. 1984 Aug;8(4):351-62. doi: 10.1007/BF02222181.'}",6502048,36,https://pubmed.ncbi.nlm.nih.gov/6502048/
"[Evaluation of quality of epidemiological and demographic variables in the Live Births Information System, 2002].","Romero DE, Cunha CB.","{'name': 'Cad Saude Publica', 'year': 2007, 'citation': 'Cad Saude Publica. 2007 Mar;23(3):701-14. doi: 10.1590/s0102-311x2007000300028.'}",17334583,36,https://pubmed.ncbi.nlm.nih.gov/17334583/
Educational and research facets of the hospital information system.,Haskell A.,"{'name': 'Can Doct', 'year': 1982, 'citation': 'Can Doct. 1982 Sep;48(9):71-2.'}",10257836,36,https://pubmed.ncbi.nlm.nih.gov/10257836/
Strategic planning in selection of a lab information system.,Scheele K.,"{'name': 'MLO Med Lab Obs', 'year': 1988, 'citation': 'MLO Med Lab Obs. 1988 Jul;20(7):91-3.'}",10302567,36,https://pubmed.ncbi.nlm.nih.gov/10302567/
Confronting 2000 and beyond: tomorrow's healthcare information system.,Zinn TK.,"{'name': 'Comput Healthc', 'year': 1990, 'citation': 'Comput Healthc. 1990 Oct;11(10):14-6, 18.'}",10107060,37,https://pubmed.ncbi.nlm.nih.gov/10107060/
"[Informative value of the automated information system in studying the work environment, socioeconomic factors and health status of workers].","Prusakov VM, Galkov GP, Tkachenko SK, Leshchenko IaA.","{'name': 'Gig Sanit', 'year': 1990, 'citation': 'Gig Sanit. 1990 Aug;(8):69-71.'}",2283073,37,https://pubmed.ncbi.nlm.nih.gov/2283073/
Case study: development of and stakeholder responses to a nursing home consumer information system.,"O'Meara J, Kitchener M, Collier E, Lyons M, de Billwiller-Kiss A, Simon LP, Harrington C.","{'name': 'Am J Med Qual', 'year': 2005, 'citation': 'Am J Med Qual. 2005 Jan-Feb;20(1):40-50. doi: 10.1177/1062860604273773.'}",15782754,37,https://pubmed.ncbi.nlm.nih.gov/15782754/
[Rapid development of a uniform computerized health information system in the Zenica-Doboj Canton].,Huseinagić S.,"{'name': 'Med Arh', 'year': 1999, 'citation': 'Med Arh. 1999;53(3 Suppl 3):35-7.'}",10870622,37,https://pubmed.ncbi.nlm.nih.gov/10870622/
Ergonomics and visible language. Some guidelines for information system designers.,Bridger RS.,"{'name': 'S Afr Med J', 'year': 1986, 'citation': 'S Afr Med J. 1986 Jun 21;69(13 Suppl):11-4.'}",3715672,37,https://pubmed.ncbi.nlm.nih.gov/3715672/
[Development and evaluation of a total hospital information system featuring order entries].,"Ogushi Y, Kobayashi E, Noguchi H, Teramura M, Takahashi H.","{'name': 'Iyodenshi To Seitai Kogaku', 'year': 1984, 'citation': 'Iyodenshi To Seitai Kogaku. 1984 Apr;22(2):89-96.'}",6547986,37,https://pubmed.ncbi.nlm.nih.gov/6547986/
[Approaches to development and implementation of the medical information system for military-medical commission of the multidisciplinary military-medical organisation].,"Kuvshinov KE, Klipak VM, Chaplyuk AL, Moskovko VM, Belyshev DV, Zherebko OA.","{'name': 'Voen Med Zh', 'year': 2015, 'citation': 'Voen Med Zh. 2015 Jun;336(6):8-14.'}",26442309,37,https://pubmed.ncbi.nlm.nih.gov/26442309/
[Methodology for the development of nursing information systems].,"dos Santos SR, da Nóbrega MM.","{'name': 'Rev Bras Enferm', 'year': 2002, 'citation': 'Rev Bras Enferm. 2002 Nov-Dec;55(6):680-4.'}",12836443,37,https://pubmed.ncbi.nlm.nih.gov/12836443/
Making the most of site visits to choose a new LIS (laboratory information system).,Scheele KL.,"{'name': 'MLO Med Lab Obs', 'year': 1990, 'citation': 'MLO Med Lab Obs. 1990 Feb;22(2):49-52.'}",10103733,37,https://pubmed.ncbi.nlm.nih.gov/10103733/
Experience in Manitoba with a population-based health information system.,Wareham N.,"{'name': 'J Health Serv Res Policy', 'year': 1997, 'citation': 'J Health Serv Res Policy. 1997 Apr;2(2):126-8. doi: 10.1177/135581969700200211.'}",10180364,37,https://pubmed.ncbi.nlm.nih.gov/10180364/
"Risk in a ""Fee for Service"" Health Care System.","Orbach S, Seltzer S.","{'name': 'J Med Syst', 'year': 1982, 'citation': 'J Med Syst. 1982 Oct;6(5):447-58. doi: 10.1007/BF00994901.'}",7169591,38,https://pubmed.ncbi.nlm.nih.gov/7169591/
